OrderId,StopSequenceNumber,StopType,CustomerId,LocationId,MinExpectedArrivalTime,MaxExpectedArrivalTime,ActualArrivalTime,DepartureTime,Distance,ChargePerDistanceUnit
000000000096,1,Pickup,000008,WAREHOUSE,1/18/2022 10:10:13 AM,1/23/2022 10:47:24 PM,,,2792,4
000000000096,2,Dropoff,000008,#0003,1/22/2022 2:53:53 PM,1/27/2022 7:45:39 PM,,,2891,4
000000000096,3,Dropoff,000008,#0001,1/28/2022 2:21:19 AM,1/28/2022 2:17:55 PM,1/31/2022 8:31:57 PM,2/3/2022 11:33:06 PM,1556,2
000000000097,1,Pickup,000004,DC,1/16/2022 11:08:06 PM,1/18/2022 10:53:39 PM,,,2445,3
000000000097,2,Pickup,000009,IFMN-PLANT,1/17/2022 2:17:25 AM,1/18/2022 6:15:08 PM,,,2675,2
000000000097,3,Carrier-related,,,1/17/2022 4:16:08 AM,1/18/2022 9:23:26 AM,,,3635,4
000000000097,4,Carrier-related,000006,#1,1/18/2022 8:56:59 AM,1/18/2022 4:33:37 PM,,,1666,1
000000000097,5,Pickup,,,1/19/2022 10:19:13 PM,1/21/2022 8:55:01 AM,,,2596,0
000000000097,6,Dropoff,000009,IFMN-PLANT,1/21/2022 11:31:54 AM,1/23/2022 1:42:39 AM,1/22/2022 6:17:02 AM,1/23/2022 3:43:47 AM,137,2
000000000098,1,Pickup,000008,WAREHOUSE,1/15/2022 5:43:46 PM,1/18/2022 8:28:03 AM,,,3863,3
000000000098,2,Other cargo change,000004,DC,1/17/2022 2:21:05 AM,1/18/2022 8:51:01 PM,,,3854,3
000000000098,3,Other cargo change,000001,PLANT,1/17/2022 3:53:22 PM,1/19/2022 8:04:33 AM,,,3499,1
000000000098,4,Carrier-related,,,1/17/2022 6:54:09 PM,1/18/2022 2:45:55 AM,,,1675,3
000000000098,5,Other cargo change,000001,OFFICE,1/17/2022 8:13:36 PM,1/20/2022 7:10:06 AM,,,3698,2
000000000098,6,Dropoff,000004,DC,1/18/2022 10:19:49 AM,1/20/2022 1:53:01 PM,1/18/2022 10:30:34 PM,1/19/2022 5:27:09 AM,593,2
000000000099,1,Pickup,000004,DC,1/16/2022 7:42:35 PM,1/17/2022 5:52:17 AM,1/16/2022 9:27:46 PM,1/17/2022 7:03:33 AM,2325,0
000000000099,2,Other cargo change,000001,WHSE,1/17/2022 7:51:07 AM,1/17/2022 12:55:44 PM,1/17/2022 1:56:16 PM,1/18/2022 2:45:22 AM,2800,0
000000000099,3,Other cargo change,000009,IFMN-PLANT,1/17/2022 1:43:49 PM,1/17/2022 3:31:13 PM,1/18/2022 3:03:50 AM,1/18/2022 5:31:15 PM,1339,2
000000000099,4,Pickup,000008,WAREHOUSE,1/17/2022 11:51:27 PM,1/18/2022 10:08:05 AM,1/18/2022 6:15:22 AM,1/18/2022 8:28:43 AM,798,2
000000000099,5,Other cargo change,000010,HOME,1/18/2022 7:38:58 AM,1/18/2022 3:33:01 PM,1/18/2022 10:50:51 AM,1/18/2022 2:45:26 PM,1009,0
000000000099,6,Other cargo change,000008,WAREHOUSE,1/18/2022 6:01:59 PM,1/19/2022 2:07:39 AM,1/19/2022 7:14:03 AM,1/19/2022 12:52:18 PM,3967,3
000000000099,7,Dropoff,000005,MAIN,1/19/2022 7:01:59 AM,1/19/2022 8:34:42 PM,1/19/2022 10:22:33 AM,1/20/2022 1:20:15 AM,3134,3
000000000099,8,Carrier-related,,,1/19/2022 10:36:53 AM,1/19/2022 3:10:22 PM,1/20/2022 12:55:08 AM,1/20/2022 4:58:24 AM,308,1
000000000099,9,Carrier-related,000004,#003,1/19/2022 11:04:38 AM,1/19/2022 6:34:32 PM,1/19/2022 11:12:21 PM,1/20/2022 10:58:42 AM,155,4
000000000099,10,Pickup,,,1/19/2022 4:19:40 PM,1/20/2022 3:36:28 AM,1/19/2022 4:21:43 PM,1/19/2022 11:56:04 PM,1822,4
000000000099,11,Other cargo change,000001,OFFICE,1/19/2022 5:22:45 PM,1/20/2022 6:54:48 AM,1/20/2022 3:45:56 AM,1/20/2022 4:00:23 PM,1597,1
000000000099,12,Dropoff,000004,DC,1/19/2022 5:52:17 PM,1/19/2022 8:54:54 PM,1/19/2022 11:43:22 PM,1/20/2022 9:43:05 AM,3444,3
000000000100,1,Pickup,000010,HOME,1/21/2022 12:37:11 AM,1/21/2022 3:49:04 PM,,,1227,3
000000000100,2,Other cargo change,000004,DC,1/22/2022 7:49:35 AM,1/23/2022 5:29:24 AM,,,746,2
000000000100,3,Dropoff,000008,WAREHOUSE,1/22/2022 1:13:21 PM,1/24/2022 2:27:04 AM,1/24/2022 9:22:11 PM,1/26/2022 6:25:18 AM,3720,2
000000000101,1,Pickup,000001,PLANT,1/19/2022 2:46:26 AM,1/19/2022 8:49:48 PM,,,2689,3
000000000101,2,Carrier-related,,,1/19/2022 8:33:35 AM,1/20/2022 1:16:50 AM,,,1567,1
000000000101,3,Pickup,000004,#005,1/19/2022 7:53:16 PM,1/20/2022 1:30:33 PM,,,2580,1
000000000101,4,Carrier-related,000001,PLANT,1/20/2022 1:16:48 PM,1/20/2022 10:56:50 PM,,,2654,2
000000000101,5,Dropoff,,,1/21/2022 11:48:19 AM,1/21/2022 3:37:02 PM,1/22/2022 5:05:25 AM,1/23/2022 9:21:25 AM,3321,3
000000000102,1,Pickup,000001,WHSE,1/22/2022 6:03:43 AM,1/23/2022 1:56:40 AM,,,1445,4
000000000102,2,Other cargo change,000010,HOME,1/24/2022 8:41:28 PM,1/25/2022 7:53:22 AM,,,3926,3
000000000102,3,Pickup,000004,DC,1/25/2022 5:08:17 AM,1/26/2022 8:56:11 PM,,,2656,2
000000000102,4,Dropoff,000008,#0002,1/27/2022 1:16:39 AM,1/27/2022 3:06:11 PM,1/27/2022 12:14:16 PM,1/29/2022 7:10:43 AM,3779,2
000000000103,1,Pickup,000001,WHSE,1/21/2022 8:17:26 PM,1/22/2022 8:36:45 PM,,,3751,0
000000000103,2,Other cargo change,000004,DC,1/23/2022 1:37:36 AM,1/24/2022 5:40:16 AM,,,3152,2
000000000103,3,Other cargo change,000001,PLANT,1/23/2022 5:41:50 PM,1/24/2022 7:49:03 PM,,,2749,4
000000000103,4,Other cargo change,000009,IFMN-PLANT,1/23/2022 11:15:32 PM,1/24/2022 9:43:53 AM,,,3877,4
000000000103,5,Dropoff,000008,#0001,1/24/2022 10:31:16 AM,1/24/2022 7:49:05 PM,,,1808,0
000000000103,6,Dropoff,000004,#003,1/25/2022 7:28:39 AM,1/25/2022 9:56:21 AM,,,1317,2
000000000103,7,Other cargo change,000009,IFMN-PLANT,1/26/2022 10:15:35 AM,1/27/2022 9:09:15 AM,,,2338,4
000000000103,8,Dropoff,000008,#0003,1/27/2022 11:58:06 AM,1/27/2022 8:07:21 PM,,,576,4
000000000103,9,Dropoff,000008,WAREHOUSE,1/27/2022 2:07:57 PM,1/28/2022 5:17:22 PM,,,3645,2
000000000103,10,Other cargo change,000001,WHSE,1/28/2022 3:22:51 AM,1/28/2022 1:08:02 PM,,,259,0
000000000103,11,Dropoff,000008,#0004,1/28/2022 2:50:13 PM,1/29/2022 4:24:44 AM,,,1116,2
000000000103,12,Dropoff,000008,WAREHOUSE,1/29/2022 7:39:49 PM,1/30/2022 12:55:57 AM,1/30/2022 10:20:41 AM,1/30/2022 5:05:48 PM,2779,1
000000000104,1,Pickup,000001,PLANT,1/22/2022 7:58:28 AM,1/23/2022 11:28:39 PM,,,3670,4
000000000104,2,Carrier-related,,,1/24/2022 11:51:15 PM,1/26/2022 5:27:26 AM,,,1693,0
000000000104,3,Pickup,000008,#0003,1/26/2022 6:19:04 AM,1/28/2022 7:30:11 AM,,,3174,3
000000000104,4,Dropoff,000010,HOME,1/27/2022 7:40:33 AM,1/28/2022 6:49:28 PM,1/29/2022 1:19:26 PM,1/30/2022 2:20:26 AM,3927,3
000000000105,1,Pickup,000004,DC,1/23/2022 10:07:08 AM,1/24/2022 5:02:01 PM,,,325,3
000000000105,2,Pickup,000010,HOME,1/24/2022 1:05:06 AM,1/24/2022 3:17:02 PM,,,1029,2
000000000105,3,Dropoff,000008,#0001,1/24/2022 5:04:39 PM,1/26/2022 2:42:24 AM,,,1422,1
000000000105,4,Dropoff,000002,#0001,1/24/2022 11:19:49 PM,1/26/2022 2:18:09 AM,,,118,3
000000000105,5,Dropoff,000004,#002,1/26/2022 2:32:31 AM,1/26/2022 9:18:56 AM,,,3085,2
000000000105,6,Dropoff,000004,#005,1/26/2022 1:34:03 PM,1/28/2022 2:27:59 AM,,,3342,3
000000000105,7,Dropoff,000004,#003,1/27/2022 12:14:55 PM,1/28/2022 11:10:29 AM,1/28/2022 10:23:00 PM,1/29/2022 5:47:44 AM,3726,3
000000000106,1,Pickup,000010,HOME,1/24/2022 2:16:31 AM,1/25/2022 1:25:34 AM,,,1789,2
000000000106,2,Other cargo change,000008,WAREHOUSE,1/24/2022 2:39:28 PM,1/25/2022 2:20:49 AM,,,1261,2
000000000106,3,Other cargo change,000010,HOME,1/25/2022 11:20:05 AM,1/26/2022 11:28:19 AM,,,3730,4
000000000106,4,Dropoff,000004,#002,1/25/2022 9:14:52 PM,1/26/2022 7:58:08 PM,1/27/2022 12:14:36 AM,1/27/2022 1:54:05 PM,796,2
000000000107,1,Pickup,000001,PLANT,1/24/2022 4:48:50 PM,1/27/2022 12:24:16 AM,,,3388,1
000000000107,2,Other cargo change,000010,HOME,1/26/2022 3:52:50 AM,1/28/2022 3:21:46 AM,,,1839,4
000000000107,3,Other cargo change,000009,IFMN-PLANT,1/26/2022 7:45:46 AM,1/27/2022 4:51:52 PM,,,1420,4
000000000107,4,Carrier-related,,,1/27/2022 7:03:41 AM,1/28/2022 1:23:15 AM,,,3890,3
000000000107,5,Carrier-related,000002,#0001,1/28/2022 1:32:28 PM,1/30/2022 8:03:38 AM,,,2667,1
000000000107,6,Other cargo change,,,1/30/2022 9:03:06 AM,2/1/2022 9:11:48 AM,,,2532,4
000000000107,7,Dropoff,000008,#0004,1/31/2022 2:00:11 AM,2/1/2022 6:50:10 PM,2/2/2022 6:45:12 AM,2/3/2022 3:39:35 AM,700,3
000000000108,1,Pickup,000004,DC,1/29/2022 12:30:07 PM,2/1/2022 8:35:07 AM,,,168,1
000000000108,2,Pickup,000009,IFMN-PLANT,2/1/2022 1:19:52 AM,2/2/2022 3:50:48 PM,,,2438,4
000000000108,3,Dropoff,000002,#0001,2/1/2022 12:44:53 PM,2/4/2022 8:41:34 PM,2/6/2022 7:38:44 AM,2/7/2022 12:43:54 PM,401,0
000000000109,1,Pickup,000001,PLANT,1/27/2022 6:49:15 PM,1/28/2022 10:25:58 AM,,,3563,2
000000000109,2,Carrier-related,,,1/28/2022 2:47:18 PM,1/31/2022 2:40:18 PM,,,2760,1
000000000109,3,Carrier-related,000008,#0001,1/30/2022 4:40:47 PM,2/2/2022 8:08:36 AM,,,238,0
000000000109,4,Other cargo change,,,1/30/2022 10:55:24 PM,1/31/2022 6:57:25 PM,,,2630,0
000000000109,5,Dropoff,000004,#003,2/3/2022 2:59:14 AM,2/3/2022 12:50:14 PM,2/3/2022 10:02:13 PM,2/4/2022 9:29:13 AM,3432,0
000000000110,1,Pickup,000009,IFMN-PLANT,1/28/2022 7:09:22 AM,1/29/2022 7:29:41 PM,,,599,0
000000000110,2,Dropoff,000004,#005,1/28/2022 8:12:26 PM,1/28/2022 9:15:42 PM,,,3687,0
000000000110,3,Dropoff,000004,#003,1/30/2022 2:25:44 AM,1/31/2022 9:52:36 AM,,,841,3
000000000110,4,Other cargo change,000009,IFMN-PLANT,1/30/2022 4:31:15 PM,2/1/2022 4:23:03 AM,,,1592,4
000000000110,5,Other cargo change,000010,HOME,1/31/2022 3:45:40 PM,2/1/2022 3:32:44 AM,,,996,2
000000000110,6,Dropoff,000008,#0003,2/1/2022 9:04:45 AM,2/1/2022 11:41:45 PM,,,3041,2
000000000110,7,Other cargo change,000004,DC,2/1/2022 11:22:48 AM,2/2/2022 8:47:15 AM,,,3227,2
000000000110,8,Dropoff,000008,WAREHOUSE,2/3/2022 6:26:28 PM,2/4/2022 9:43:00 AM,2/4/2022 12:41:51 PM,2/6/2022 2:46:10 AM,3447,1
000000000111,1,Pickup,000001,WHSE,1/29/2022 1:04:53 AM,1/29/2022 9:27:13 AM,,,2214,4
000000000111,2,Carrier-related,,,1/29/2022 10:40:26 AM,1/30/2022 4:09:36 PM,,,187,0
000000000111,3,Dropoff,000004,#005,1/29/2022 5:08:08 PM,1/30/2022 2:25:26 AM,,,2817,3
000000000111,4,Pickup,000008,#0001,1/30/2022 5:12:46 PM,1/31/2022 1:07:37 AM,,,383,4
000000000111,5,Dropoff,000010,HOME,1/31/2022 4:20:06 AM,1/31/2022 2:02:47 PM,,,3343,1
000000000111,6,Dropoff,000008,#0001,1/31/2022 5:47:22 AM,1/31/2022 11:37:59 PM,2/1/2022 8:11:31 AM,2/1/2022 11:22:32 AM,3259,3
000000000112,1,Pickup,000001,PLANT,1/30/2022 8:28:00 AM,2/1/2022 5:02:41 PM,,,173,3
000000000112,2,Other cargo change,000008,WAREHOUSE,1/30/2022 4:15:09 PM,1/30/2022 7:12:26 PM,,,2285,3
000000000112,3,Dropoff,000006,#1,1/31/2022 2:01:45 AM,2/1/2022 11:52:58 PM,,,3724,3
000000000112,4,Dropoff,000001,WHSE,2/1/2022 7:49:11 AM,2/2/2022 2:07:41 PM,,,2159,4
000000000112,5,Other cargo change,000009,IFMN-PLANT,2/2/2022 9:12:08 AM,2/4/2022 12:47:18 PM,,,3690,2
000000000112,6,Pickup,000008,WAREHOUSE,2/4/2022 5:08:11 PM,2/6/2022 5:37:01 AM,,,3140,4
000000000112,7,Dropoff,000004,#001,2/5/2022 12:47:32 PM,2/6/2022 9:00:06 PM,2/6/2022 6:27:36 AM,2/6/2022 7:08:54 AM,114,4
000000000113,1,Pickup,000010,HOME,2/1/2022 12:57:45 AM,2/3/2022 3:07:26 AM,,,3506,4
000000000113,2,Other cargo change,000008,WAREHOUSE,2/1/2022 3:17:04 AM,2/1/2022 8:11:58 PM,,,755,2
000000000113,3,Dropoff,000008,#0001,2/1/2022 1:22:34 PM,2/2/2022 11:46:51 AM,,,670,2
000000000113,4,Carrier-related,,,2/2/2022 8:48:38 PM,2/4/2022 7:29:23 PM,,,2229,3
000000000113,5,Dropoff,000008,#0004,2/4/2022 6:37:16 AM,2/5/2022 12:44:43 AM,,,1919,3
000000000113,6,Carrier-related,000001,WHSE,2/5/2022 8:03:53 PM,2/7/2022 3:40:09 PM,,,1514,1
000000000113,7,Dropoff,,,2/6/2022 11:41:28 PM,2/7/2022 8:52:38 PM,2/7/2022 3:27:22 AM,2/8/2022 6:36:40 AM,2187,1
000000000114,1,Pickup,000004,DC,2/4/2022 7:02:00 PM,2/5/2022 12:57:19 AM,,,445,0
000000000114,2,Dropoff,000008,WAREHOUSE,2/10/2022 12:11:04 PM,2/14/2022 4:22:16 PM,,,2361,3
000000000114,3,Dropoff,000005,MAIN,2/11/2022 8:01:23 PM,2/16/2022 9:29:39 PM,2/16/2022 8:35:30 PM,2/18/2022 5:01:53 PM,3134,4
000000000115,1,Pickup,000010,HOME,2/1/2022 8:49:45 PM,2/1/2022 11:12:02 PM,,,545,3
000000000115,2,Carrier-related,,,2/2/2022 10:54:07 PM,2/3/2022 3:59:01 PM,,,1479,0
000000000115,3,Other cargo change,000004,#002,2/3/2022 2:21:35 PM,2/4/2022 4:50:01 AM,,,3700,1
000000000115,4,Other cargo change,000009,IFMN-PLANT,2/3/2022 6:12:22 PM,2/3/2022 7:26:41 PM,,,1281,1
000000000115,5,Carrier-related,000001,PLANT,2/4/2022 8:35:22 AM,2/4/2022 10:32:37 PM,,,3744,1
000000000115,6,Other cargo change,,,2/5/2022 11:53:03 AM,2/5/2022 8:41:18 PM,,,2102,4
000000000115,7,Dropoff,000008,WAREHOUSE,2/6/2022 11:21:39 AM,2/6/2022 12:29:25 PM,,,3717,2
000000000115,8,Dropoff,000001,PLANT,2/7/2022 2:23:13 AM,2/8/2022 12:15:29 AM,,,1314,1
000000000115,9,Other cargo change,000008,WAREHOUSE,2/7/2022 6:39:49 AM,2/8/2022 11:41:19 AM,,,678,1
000000000115,10,Other cargo change,000008,#0002,2/8/2022 9:26:12 AM,2/9/2022 5:12:11 AM,,,1105,2
000000000115,11,Dropoff,000001,WHSE,2/8/2022 6:28:38 PM,2/8/2022 9:35:35 PM,,,2971,3
000000000115,12,Dropoff,000004,DC,2/9/2022 7:38:02 PM,2/10/2022 2:38:13 AM,,,3059,4
000000000115,13,Carrier-related,000004,#002,2/10/2022 9:58:44 PM,2/11/2022 11:53:13 PM,,,3124,1
000000000115,14,Dropoff,000002,#0001,2/11/2022 2:37:41 AM,2/11/2022 6:56:48 AM,,,679,4
000000000115,15,Dropoff,,,2/12/2022 8:08:36 AM,2/13/2022 2:23:58 AM,2/13/2022 1:15:05 AM,2/13/2022 11:25:20 AM,506,1
000000000116,1,Pickup,000001,PLANT,2/3/2022 4:00:02 AM,2/3/2022 1:08:23 PM,,,2978,1
000000000116,2,Carrier-related,,,2/3/2022 10:07:54 AM,2/3/2022 2:18:31 PM,,,2618,4
000000000116,3,Other cargo change,000008,#0004,2/3/2022 6:05:57 PM,2/3/2022 11:02:52 PM,,,2122,1
000000000116,4,Dropoff,000008,WAREHOUSE,2/3/2022 11:42:02 PM,2/4/2022 4:28:43 AM,,,3772,3
000000000116,5,Pickup,000008,#0003,2/4/2022 7:22:59 AM,2/4/2022 1:22:02 PM,,,234,3
000000000116,6,Other cargo change,000009,IFMN-PLANT,2/4/2022 6:37:44 PM,2/5/2022 7:22:58 AM,,,1387,3
000000000116,7,Dropoff,000001,PLANT,2/5/2022 1:57:26 AM,2/5/2022 11:46:14 AM,,,930,4
000000000116,8,Pickup,000004,#005,2/5/2022 2:40:35 AM,2/5/2022 11:34:03 AM,,,2531,3
000000000116,9,Dropoff,000008,WAREHOUSE,2/5/2022 3:18:11 AM,2/5/2022 5:15:42 PM,,,3197,4
000000000116,10,Carrier-related,000002,#0001,2/5/2022 10:17:18 AM,2/5/2022 1:06:12 PM,,,3516,2
000000000116,11,Dropoff,,,2/5/2022 3:35:32 PM,2/6/2022 8:57:10 AM,2/5/2022 8:45:06 PM,2/6/2022 1:08:33 PM,632,2
000000000117,1,Pickup,000001,PLANT,2/4/2022 8:45:49 AM,2/4/2022 1:26:43 PM,,,472,4
000000000117,2,Dropoff,000008,#0002,2/4/2022 11:43:37 PM,2/6/2022 12:40:15 AM,,,2216,1
000000000117,3,Dropoff,000004,#001,2/5/2022 6:13:54 PM,2/5/2022 9:16:35 PM,,,1138,4
000000000117,4,Dropoff,000004,#005,2/7/2022 1:32:45 AM,2/7/2022 12:49:55 PM,,,3662,1
000000000117,5,Dropoff,000008,#0001,2/8/2022 3:37:01 AM,2/9/2022 4:55:46 AM,,,2484,1
000000000117,6,Dropoff,000001,WHSE,2/9/2022 6:43:35 AM,2/9/2022 5:27:35 PM,2/9/2022 7:34:01 PM,2/10/2022 5:16:48 PM,2257,4
000000000118,1,Pickup,000008,WAREHOUSE,2/4/2022 4:34:14 PM,2/5/2022 7:11:35 AM,,,3673,4
000000000118,2,Pickup,000010,HOME,2/5/2022 6:11:45 AM,2/5/2022 9:35:05 PM,,,2398,3
000000000118,3,Pickup,000001,PLANT,2/5/2022 11:57:41 AM,2/6/2022 2:19:26 AM,,,3898,2
000000000118,4,Pickup,000004,DC,2/5/2022 10:04:43 PM,2/6/2022 4:04:37 AM,,,1246,3
000000000118,5,Other cargo change,000010,HOME,2/5/2022 11:44:00 PM,2/6/2022 12:38:39 PM,,,1658,3
000000000118,6,Other cargo change,000001,PLANT,2/6/2022 8:24:34 PM,2/7/2022 3:07:30 PM,,,2274,2
000000000118,7,Carrier-related,,,2/6/2022 9:57:29 PM,2/7/2022 2:11:11 AM,,,2471,3
000000000118,8,Dropoff,000001,WHSE,2/7/2022 1:12:18 AM,2/7/2022 6:33:52 PM,2/7/2022 5:49:20 PM,2/7/2022 6:37:52 PM,3067,1
000000000119,1,Pickup,000001,WHSE,2/8/2022 10:26:23 AM,2/10/2022 8:31:56 AM,,,548,1
000000000119,2,Other cargo change,000004,DC,2/9/2022 2:07:15 PM,2/10/2022 4:02:55 AM,,,2092,3
000000000119,3,Other cargo change,000010,HOME,2/12/2022 4:15:24 AM,2/13/2022 6:59:17 PM,,,2109,4
000000000119,4,Other cargo change,000008,WAREHOUSE,2/13/2022 2:58:24 PM,2/14/2022 12:32:37 AM,,,923,1
000000000119,5,Dropoff,000008,#0001,2/15/2022 7:11:00 PM,2/18/2022 3:46:29 AM,2/17/2022 1:03:17 AM,2/18/2022 5:33:45 PM,2406,3
000000000120,1,Pickup,000008,WAREHOUSE,2/6/2022 7:07:30 PM,2/6/2022 7:23:14 PM,,,2669,2
000000000120,2,Other cargo change,000004,DC,2/7/2022 6:31:26 AM,2/8/2022 2:04:16 AM,,,991,4
000000000120,3,Other cargo change,000010,HOME,2/7/2022 8:38:16 PM,2/7/2022 8:43:42 PM,,,466,2
000000000120,4,Dropoff,000008,#0002,2/8/2022 1:56:20 AM,2/9/2022 12:29:31 AM,,,206,3
000000000120,5,Other cargo change,000009,IFMN-PLANT,2/8/2022 7:14:56 AM,2/8/2022 12:10:10 PM,,,688,3
000000000120,6,Dropoff,000004,#005,2/8/2022 6:26:09 PM,2/9/2022 12:43:32 AM,,,1842,4
000000000120,7,Dropoff,000004,#002,2/8/2022 10:29:47 PM,2/9/2022 5:15:14 PM,,,2023,3
000000000120,8,Other cargo change,000001,PLANT,2/9/2022 1:26:02 PM,2/10/2022 12:33:29 PM,,,3973,2
000000000120,9,Dropoff,000008,#0004,2/9/2022 9:12:29 PM,2/10/2022 4:59:39 PM,2/9/2022 10:50:43 PM,2/10/2022 2:36:17 AM,2191,3
000000000121,1,Pickup,000008,WAREHOUSE,2/7/2022 3:53:43 PM,2/8/2022 7:49:46 AM,,,3020,3
000000000121,2,Other cargo change,000001,PLANT,2/7/2022 5:39:05 PM,2/8/2022 2:12:00 PM,,,2212,4
000000000121,3,Other cargo change,000010,HOME,2/8/2022 1:39:56 AM,2/8/2022 10:09:12 PM,,,1901,4
000000000121,4,Other cargo change,000008,WAREHOUSE,2/8/2022 6:24:12 AM,2/9/2022 5:40:23 AM,,,3817,0
000000000121,5,Dropoff,000004,#002,2/8/2022 7:26:57 AM,2/9/2022 3:17:15 AM,,,2467,3
000000000121,6,Carrier-related,,,2/9/2022 7:18:26 AM,2/10/2022 8:34:18 AM,,,1017,1
000000000121,7,Dropoff,000004,#003,2/9/2022 4:21:24 PM,2/10/2022 1:53:53 AM,,,3882,0
000000000121,8,Other cargo change,000002,#0001,2/10/2022 3:50:58 AM,2/11/2022 4:33:29 AM,,,2407,0
000000000121,9,Other cargo change,000001,PLANT,2/11/2022 2:54:15 AM,2/11/2022 6:05:01 AM,,,2663,4
000000000121,10,Carrier-related,000004,DC,2/11/2022 2:56:30 AM,2/11/2022 8:50:30 AM,,,1209,2
000000000121,11,Dropoff,,,2/11/2022 7:32:45 AM,2/11/2022 3:37:46 PM,2/11/2022 2:38:10 PM,2/12/2022 12:08:21 AM,3110,3
000000000122,1,Pickup,000010,HOME,2/10/2022 12:12:23 PM,2/11/2022 10:09:25 AM,,,3385,3
000000000122,2,Pickup,000004,DC,2/11/2022 2:47:57 AM,2/12/2022 2:11:15 AM,,,1825,4
000000000122,3,Other cargo change,000008,WAREHOUSE,2/12/2022 7:20:33 AM,2/13/2022 9:30:13 PM,,,1905,2
000000000122,4,Carrier-related,,,2/12/2022 3:17:51 PM,2/14/2022 5:38:57 AM,,,1314,3
000000000122,5,Carrier-related,000010,HOME,2/14/2022 8:15:29 AM,2/16/2022 3:09:33 AM,,,664,3
000000000122,6,Other cargo change,,,2/14/2022 12:05:25 PM,2/14/2022 2:35:06 PM,,,3809,3
000000000122,7,Carrier-related,000004,#002,2/15/2022 6:42:13 PM,2/16/2022 11:01:10 AM,,,1448,4
000000000122,8,Carrier-related,000004,DC,2/16/2022 2:53:23 AM,2/16/2022 6:17:49 PM,,,1409,4
000000000122,9,Dropoff,,,2/17/2022 9:31:23 PM,2/19/2022 1:58:58 PM,2/18/2022 11:28:17 PM,2/20/2022 6:06:05 AM,3862,1
000000000123,1,Pickup,000009,IFMN-PLANT,2/9/2022 6:13:12 PM,2/9/2022 10:21:30 PM,,,2652,3
000000000123,2,Carrier-related,,,2/12/2022 2:44:18 PM,2/13/2022 9:23:50 AM,,,1117,3
000000000123,3,Carrier-related,000008,#0001,2/15/2022 6:07:59 AM,2/16/2022 7:32:03 PM,,,3739,3
000000000123,4,Carrier-related,,,2/17/2022 8:57:33 AM,2/19/2022 4:04:02 PM,,,2125,4
000000000123,5,Dropoff,000004,#003,2/20/2022 8:07:58 AM,2/22/2022 2:21:25 PM,2/23/2022 1:19:52 AM,2/24/2022 11:48:24 PM,2929,2
000000000124,1,Pickup,000004,DC,2/11/2022 2:48:41 AM,2/12/2022 6:14:00 AM,,,3390,2
000000000124,2,Dropoff,000004,#005,2/12/2022 3:59:41 AM,2/12/2022 6:44:11 PM,,,1410,0
000000000124,3,Dropoff,000001,WHSE,2/12/2022 6:35:15 PM,2/13/2022 7:30:55 AM,,,2349,4
000000000124,4,Dropoff,000008,#0004,2/13/2022 5:27:54 PM,2/14/2022 6:10:12 PM,,,3859,0
000000000124,5,Dropoff,000008,WAREHOUSE,2/14/2022 2:19:43 AM,2/15/2022 4:57:08 AM,,,885,2
000000000124,6,Dropoff,000008,#0002,2/14/2022 7:03:52 PM,2/15/2022 2:33:58 AM,2/14/2022 9:02:28 PM,2/15/2022 1:20:58 PM,1670,0
000000000125,1,Pickup,000001,WHSE,2/11/2022 11:35:37 PM,2/12/2022 9:29:54 PM,2/13/2022 11:21:32 AM,2/13/2022 7:37:16 PM,3066,1
000000000125,2,Carrier-related,,,2/12/2022 3:02:45 AM,2/12/2022 11:30:16 PM,2/13/2022 6:24:40 PM,2/15/2022 6:33:23 AM,1765,3
000000000125,3,Pickup,000010,HOME,2/13/2022 8:11:35 AM,2/14/2022 12:31:54 AM,2/13/2022 2:25:55 PM,2/14/2022 2:48:38 AM,2293,2
000000000125,4,Pickup,000001,WHSE,2/13/2022 5:41:07 PM,2/15/2022 4:10:37 AM,2/15/2022 2:00:57 AM,2/16/2022 5:31:45 PM,717,3
000000000125,5,Dropoff,000008,WAREHOUSE,2/14/2022 6:34:40 AM,2/15/2022 6:36:00 PM,2/14/2022 12:28:54 PM,2/15/2022 3:03:54 AM,2266,3
000000000125,6,Dropoff,000002,#0001,2/14/2022 7:02:50 AM,2/14/2022 4:49:17 PM,2/14/2022 10:27:27 AM,2/15/2022 5:32:22 AM,2497,1
000000000126,1,Pickup,000010,HOME,2/13/2022 4:26:51 AM,2/18/2022 8:13:21 AM,,,208,1
000000000126,2,Carrier-related,,,2/14/2022 11:10:27 PM,2/16/2022 3:30:17 AM,,,2928,4
000000000126,3,Dropoff,000009,IFMN-PLANT,2/15/2022 6:19:35 PM,2/19/2022 6:41:40 AM,2/20/2022 6:37:12 AM,2/23/2022 2:57:32 AM,2838,4
000000000127,1,Pickup,000008,WAREHOUSE,2/14/2022 11:16:02 AM,2/14/2022 4:27:29 PM,2/15/2022 2:10:46 AM,2/15/2022 7:06:51 PM,1275,4
000000000127,2,Pickup,000010,HOME,2/15/2022 11:30:38 AM,2/16/2022 3:00:08 AM,2/16/2022 4:47:34 AM,2/16/2022 7:44:23 AM,1294,3
000000000127,3,Pickup,000008,WAREHOUSE,2/16/2022 10:04:34 AM,2/17/2022 7:09:10 AM,2/16/2022 1:36:03 PM,2/16/2022 2:27:35 PM,3365,4
