OrderId,BillOfLadingNumber,PayerCustomerId,CustomerReferenceNumber,CarrierId,OrderPlacedDate,OrderStatus,OrderClosedDate,LoadType
000000000227,61169001270,000001,,000001,5/24/2022 3:26:25 PM,Final,5/29/2022 3:26:25 PM,Refrigerated
000000000228,16078074259,000004,,000002,5/25/2022 3:26:25 PM,Final,6/2/2022 3:26:25 PM,Dry Van
000000000229,43713068550,000001,327184921032,000002,5/26/2022 3:26:25 PM,Final,6/7/2022 3:26:25 PM,Dry Van
000000000230,18363740566,000005,63289480533,000003,5/27/2022 3:26:25 PM,Final,5/31/2022 3:26:25 PM,Refrigerated
000000000231,26209432546,000004,,000002,5/28/2022 3:26:25 PM,Final,6/1/2022 3:26:25 PM,Dry Van
000000000232,25613218883,000001,718643146480,000002,5/29/2022 3:26:25 PM,Final,6/3/2022 3:26:25 PM,Dry Van
000000000233,72757204957,000003,237124451108,000004,5/30/2022 3:26:25 PM,Final,6/17/2022 3:26:25 PM,Dry Van
000000000234,22542738466,000005,,000002,5/31/2022 3:26:25 PM,Final,6/19/2022 3:26:25 PM,Dry Van
000000000235,16352180852,000005,633756168684,000002,6/1/2022 3:26:25 PM,Final,6/15/2022 3:26:25 PM,Dry Van
000000000236,63417247496,000004,,000004,6/2/2022 3:26:25 PM,Final,6/15/2022 3:26:25 PM,Hazmat
000000000237,12767004689,000003,855653376339,000004,6/3/2022 3:26:25 PM,Final,6/12/2022 3:26:25 PM,Hazmat
000000000238,49702483236,000007,246375182322,000001,6/4/2022 3:26:25 PM,Final,6/11/2022 3:26:25 PM,Refrigerated
000000000239,62657304331,000003,396212683040,000002,6/5/2022 3:26:25 PM,Canceled,6/21/2022 3:26:25 PM,Dry Van
000000000240,34731874365,000003,706200062351,000003,6/6/2022 3:26:25 PM,Final,6/23/2022 3:26:25 PM,Refrigerated
000000000241,2600137334,000001,,000001,6/7/2022 3:26:25 PM,Final,6/14/2022 3:26:25 PM,Refrigerated
000000000242,73827295485,000007,,000003,6/8/2022 3:26:25 PM,Final,6/14/2022 3:26:25 PM,Refrigerated
000000000243,46446241085,000003,345615563361,000002,6/9/2022 3:26:25 PM,Final,6/24/2022 3:26:25 PM,Dry Van
000000000244,8558643195,000001,700093717281,000003,6/10/2022 3:26:25 PM,Final,6/24/2022 3:26:25 PM,Refrigerated
000000000245,90674589378,000005,316106516337,000002,6/11/2022 3:26:25 PM,Final,6/22/2022 3:26:25 PM,Dry Van
000000000246,30583633494,000003,316176783543,000002,6/12/2022 3:26:25 PM,Final,7/1/2022 3:26:25 PM,Dry Van
000000000247,13272473289,000004,447907595671,000001,6/13/2022 3:26:25 PM,Final,6/29/2022 3:26:25 PM,Refrigerated
000000000248,99506894630,000004,,000003,6/14/2022 3:26:25 PM,Final,7/4/2022 3:26:25 PM,Refrigerated
000000000249,88169423435,000004,283008777375,000002,6/15/2022 3:26:25 PM,Final,7/3/2022 3:26:25 PM,Dry Van
000000000250,33823129325,000004,358061588914,000001,6/16/2022 3:26:25 PM,Final,6/25/2022 3:26:25 PM,Dry Van
000000000251,20438828595,000004,123117217436,000002,6/17/2022 3:26:25 PM,Final,7/4/2022 3:26:25 PM,Dry Van
000000000252,68577971444,000007,,000003,6/18/2022 3:26:25 PM,Final,7/8/2022 3:26:25 PM,Refrigerated
000000000253,62005685315,000004,874366025898,000003,6/19/2022 3:26:25 PM,Canceled,6/29/2022 3:26:25 PM,Refrigerated
000000000254,34831415302,000001,547134940303,000001,6/20/2022 3:26:25 PM,Final,6/27/2022 3:26:25 PM,Refrigerated
000000000255,58526840478,000005,811338428596,000003,6/21/2022 3:26:25 PM,Final,6/24/2022 3:26:25 PM,Refrigerated
000000000256,75381989050,000005,,000002,6/22/2022 3:26:25 PM,Final,7/12/2022 3:26:25 PM,Dry Van
000000000257,59304600777,000001,940762360238,000003,6/23/2022 3:26:25 PM,Final,7/3/2022 3:26:25 PM,Refrigerated
000000000258,6011304471,000005,347517436801,000004,6/24/2022 3:26:25 PM,Final,7/10/2022 3:26:25 PM,Hazmat
000000000259,3531948591,000007,918184616739,000002,6/25/2022 3:26:25 PM,Final,7/3/2022 3:26:25 PM,Dry Van
000000000260,16186777960,000004,,000003,6/26/2022 3:26:25 PM,Final,7/4/2022 3:26:25 PM,Refrigerated
000000000261,53725253248,000007,792744626185,000001,6/27/2022 3:26:25 PM,Final,6/30/2022 3:26:25 PM,Refrigerated
000000000262,41745449683,000003,846674467118,000002,6/28/2022 3:26:25 PM,Final,7/12/2022 3:26:25 PM,Dry Van
000000000263,27935189231,000003,33869557386,000002,6/29/2022 3:26:25 PM,Canceled,7/13/2022 3:26:25 PM,Dry Van
000000000264,81893175855,000004,754142549923,000004,6/30/2022 3:26:25 PM,Canceled,7/5/2022 3:26:25 PM,Hazmat
000000000265,50709898979,000003,801329274769,000001,7/1/2022 3:26:25 PM,Final,7/21/2022 3:26:25 PM,Dry Van
000000000266,32052514381,000003,,000004,7/2/2022 3:26:25 PM,Final,7/5/2022 3:26:25 PM,Hazmat
000000000267,42095671152,000007,,000001,7/3/2022 3:26:25 PM,Final,7/13/2022 3:26:25 PM,Refrigerated
000000000268,94216465706,000005,127401497276,000002,7/4/2022 3:26:25 PM,Final,7/17/2022 3:26:25 PM,Dry Van
000000000269,61531743011,000005,,000001,7/5/2022 3:26:25 PM,Final,7/17/2022 3:26:25 PM,Dry Van
000000000270,27332048731,000005,349563471049,000001,7/6/2022 3:26:25 PM,Final,7/9/2022 3:26:25 PM,Refrigerated
000000000271,72109566131,000005,,000003,7/7/2022 3:26:25 PM,Final,7/10/2022 3:26:25 PM,Refrigerated
000000000272,83916272700,000003,871728160418,000002,7/8/2022 3:26:25 PM,Final,7/20/2022 3:26:25 PM,Dry Van
000000000273,9697149530,000004,113396164792,000004,7/9/2022 3:26:25 PM,Final,7/25/2022 3:26:25 PM,Hazmat
000000000274,40654575541,000007,98480716214,000001,7/10/2022 3:26:25 PM,Final,7/13/2022 3:26:25 PM,Dry Van
000000000275,4138254175,000007,,000002,7/11/2022 3:26:25 PM,Final,7/31/2022 3:26:25 PM,Dry Van
000000000276,45727118523,000005,884638315504,000004,7/12/2022 3:26:25 PM,Final,7/15/2022 3:26:25 PM,Hazmat
000000000277,59189570444,000003,283414400128,000003,7/13/2022 3:26:25 PM,Final,7/28/2022 3:26:25 PM,Refrigerated
000000000278,48645504130,000005,,000003,7/14/2022 3:26:25 PM,Final,7/31/2022 3:26:25 PM,Refrigerated
000000000279,89339182156,000001,608419401687,000002,7/15/2022 3:26:25 PM,Final,8/1/2022 3:26:25 PM,Dry Van
000000000280,68320395028,000003,899064114816,000003,7/16/2022 3:26:25 PM,Final,7/19/2022 3:26:25 PM,Refrigerated
000000000281,41288581581,000005,49162382602,000002,7/17/2022 3:26:25 PM,Final,8/2/2022 3:26:25 PM,Dry Van
000000000282,12511493716,000005,746961582916,000003,7/18/2022 3:26:25 PM,Final,7/28/2022 3:26:25 PM,Refrigerated
000000000283,65677451415,000007,494854354403,000004,7/19/2022 3:26:25 PM,Final,8/5/2022 3:26:25 PM,Hazmat
000000000284,44128382725,000007,,000003,7/20/2022 3:26:25 PM,Canceled,8/2/2022 3:26:25 PM,Refrigerated
000000000285,9254534953,000005,579633755272,000001,7/21/2022 3:26:25 PM,Final,7/26/2022 3:26:25 PM,Dry Van
000000000286,92426370773,000003,573113371162,000001,7/22/2022 3:26:25 PM,Final,7/26/2022 3:26:25 PM,Dry Van
000000000287,56572385275,000007,,000001,7/23/2022 3:26:25 PM,Final,8/10/2022 3:26:25 PM,Refrigerated
000000000288,88621283964,000003,,000002,7/24/2022 3:26:25 PM,Final,8/13/2022 3:26:25 PM,Dry Van
000000000289,91032218578,000004,645114938760,000003,7/25/2022 3:26:25 PM,Final,8/12/2022 3:26:25 PM,Refrigerated
000000000290,49580007641,000007,,000001,7/26/2022 3:26:25 PM,Final,8/7/2022 3:26:25 PM,Refrigerated
000000000291,73511049057,000003,,000004,7/27/2022 3:26:25 PM,Final,7/30/2022 3:26:25 PM,Hazmat
000000000292,82286939283,000004,,000003,7/28/2022 3:26:25 PM,Final,8/7/2022 3:26:25 PM,Refrigerated
000000000293,75771207084,000003,,000003,7/29/2022 3:26:25 PM,Final,8/12/2022 3:26:25 PM,Refrigerated
000000000294,87857443377,000003,153833658476,000004,7/30/2022 3:26:25 PM,Final,8/4/2022 3:26:25 PM,Dry Van
000000000295,1716847288,000003,283704895205,000001,7/31/2022 3:26:25 PM,Final,8/4/2022 3:26:25 PM,Dry Van
000000000296,79232613500,000004,94176666047,000002,8/1/2022 3:26:25 PM,Canceled,8/5/2022 3:26:25 PM,Dry Van
000000000297,5822149051,000004,129834177554,000002,8/2/2022 3:26:25 PM,Final,8/5/2022 3:26:25 PM,Dry Van
000000000298,32257218109,000001,632351223053,000003,8/3/2022 3:26:25 PM,Final,8/8/2022 3:26:25 PM,Refrigerated
000000000299,43279816178,000004,230157154201,000003,8/4/2022 3:26:25 PM,Final,8/15/2022 3:26:25 PM,Refrigerated
000000000300,42772692852,000001,649265411168,000002,8/5/2022 3:26:25 PM,Final,8/10/2022 3:26:25 PM,Dry Van
000000000301,14607322923,000004,66918974895,000003,8/6/2022 3:26:25 PM,Final,8/11/2022 3:26:25 PM,Refrigerated
000000000302,69278063180,000004,832741941876,000001,8/7/2022 3:26:25 PM,Final,8/19/2022 3:26:25 PM,Dry Van
000000000303,93382335855,000004,768935289905,000001,8/8/2022 3:26:25 PM,Final,8/26/2022 3:26:25 PM,Dry Van
000000000304,33974821208,000004,299403436339,000002,8/9/2022 3:26:25 PM,Final,8/15/2022 3:26:25 PM,Dry Van
000000000305,51210282408,000007,447573781261,000004,8/10/2022 3:26:25 PM,Final,8/13/2022 3:26:25 PM,Hazmat
000000000306,8518435230,000005,434696162216,000002,8/11/2022 3:26:25 PM,Final,8/16/2022 3:26:25 PM,Dry Van
000000000307,26853238323,000004,,000001,8/12/2022 3:26:25 PM,Final,8/26/2022 3:26:25 PM,Dry Van
000000000308,77334182049,000005,419008547572,000001,8/13/2022 3:26:25 PM,Final,9/1/2022 3:26:25 PM,Refrigerated
000000000309,92167592860,000007,352695075779,000002,8/14/2022 3:26:25 PM,Final,8/26/2022 3:26:25 PM,Dry Van
000000000310,58566914621,000003,354641904412,000002,8/15/2022 3:26:25 PM,Final,8/27/2022 3:26:25 PM,Dry Van
000000000311,84055579617,000004,888329598109,000003,8/16/2022 3:26:25 PM,Final,8/28/2022 3:26:25 PM,Refrigerated
000000000312,67595880558,000001,705362097476,000003,8/17/2022 3:26:25 PM,Final,8/30/2022 3:26:25 PM,Refrigerated
000000000313,10380075065,000004,699815358302,000003,8/18/2022 3:26:25 PM,Canceled,8/31/2022 3:26:25 PM,Refrigerated
000000000314,6352014599,000004,633265065170,000001,8/19/2022 3:26:25 PM,Final,9/5/2022 3:26:25 PM,Refrigerated
000000000315,51069392158,000001,552096013316,000002,8/20/2022 3:26:25 PM,Canceled,9/2/2022 3:26:25 PM,Dry Van
000000000316,7553402556,000001,,000003,8/21/2022 3:26:25 PM,Final,8/25/2022 3:26:25 PM,Refrigerated
000000000317,3331832760,000004,234656048515,000001,8/22/2022 3:26:25 PM,Final,8/28/2022 3:26:25 PM,Dry Van
000000000318,58725636893,000001,849731231262,000003,8/23/2022 3:26:25 PM,Final,9/4/2022 3:26:25 PM,Refrigerated
000000000319,44520626350,000001,690360406115,000001,8/24/2022 3:26:25 PM,Final,9/8/2022 3:26:25 PM,Refrigerated
000000000320,77402288722,000005,,000002,8/25/2022 3:26:25 PM,Final,9/10/2022 3:26:25 PM,Dry Van
000000000321,30693223609,000001,679761481681,000001,8/26/2022 3:26:25 PM,Final,9/12/2022 3:26:25 PM,Dry Van
000000000322,76987569467,000005,391720620832,000004,8/27/2022 3:26:25 PM,Final,9/4/2022 3:26:25 PM,Dry Van
000000000323,56821915475,000003,,000003,8/28/2022 3:26:25 PM,Final,9/9/2022 3:26:25 PM,Refrigerated
000000000324,85960015527,000007,106232473823,000003,8/29/2022 3:26:25 PM,Final,9/17/2022 3:26:25 PM,Refrigerated
000000000325,88168584125,000003,390268268433,000004,8/30/2022 3:26:25 PM,Final,9/10/2022 3:26:25 PM,Hazmat
000000000326,26883210102,000004,,000001,8/31/2022 3:26:25 PM,Final,9/9/2022 3:26:25 PM,Dry Van
000000000327,41204236645,000005,453543238219,000003,9/1/2022 3:26:25 PM,Final,9/11/2022 3:26:25 PM,Refrigerated
000000000328,48239740593,000007,221359746974,000004,9/2/2022 3:26:25 PM,Canceled,9/14/2022 3:26:25 PM,Hazmat
000000000329,87406237665,000004,613350159479,000001,9/3/2022 3:26:25 PM,Final,9/6/2022 3:26:25 PM,Refrigerated
000000000330,97039833253,000005,305504126548,000003,9/4/2022 3:26:25 PM,Final,9/10/2022 3:26:25 PM,Refrigerated
000000000331,85509636277,000003,,000004,9/5/2022 3:26:25 PM,Final,9/22/2022 3:26:25 PM,Hazmat
000000000332,8027201247,000003,590410495042,000002,9/6/2022 3:26:25 PM,Final,9/16/2022 3:26:25 PM,Dry Van
000000000333,27715662073,000004,299470726596,000002,9/7/2022 3:26:25 PM,Final,9/10/2022 3:26:25 PM,Dry Van
000000000334,26384393718,000005,,000003,9/8/2022 3:26:25 PM,Final,9/14/2022 3:26:25 PM,Refrigerated
000000000335,57412836741,000005,,000001,9/9/2022 3:26:25 PM,Final,9/19/2022 3:26:25 PM,Refrigerated
000000000336,86737886658,000004,681514091091,000001,9/10/2022 3:26:25 PM,Final,9/28/2022 3:26:25 PM,Dry Van
000000000337,53153641006,000004,110242797971,000002,9/11/2022 3:26:25 PM,Canceled,9/30/2022 3:26:25 PM,Dry Van
000000000338,90242187304,000007,607006294259,000003,9/12/2022 3:26:25 PM,Final,9/19/2022 3:26:25 PM,Refrigerated
000000000339,28715436274,000005,755222539727,000004,9/13/2022 3:26:25 PM,Final,9/18/2022 3:26:25 PM,Dry Van
000000000340,77885844038,000001,159615991502,000003,9/14/2022 3:26:25 PM,Final,9/21/2022 3:26:25 PM,Refrigerated
000000000341,66469576841,000005,335149009995,000004,9/15/2022 3:26:25 PM,Final,10/3/2022 3:26:25 PM,Hazmat
000000000342,51391647227,000007,,000003,9/16/2022 3:26:25 PM,Final,9/20/2022 3:26:25 PM,Refrigerated
000000000343,71883610603,000007,835292196299,000004,9/17/2022 3:26:25 PM,Final,10/2/2022 3:26:25 PM,Dry Van
000000000344,17490610307,000005,,000003,9/18/2022 3:26:25 PM,Final,9/30/2022 3:26:25 PM,Refrigerated
000000000345,95640804964,000007,685131925942,000003,9/19/2022 3:26:25 PM,Final,9/26/2022 3:26:25 PM,Refrigerated
000000000346,39898505557,000001,233624213403,000001,9/20/2022 3:26:25 PM,Canceled,9/26/2022 3:26:25 PM,Dry Van
000000000347,62655801837,000005,,000004,9/21/2022 3:26:25 PM,Final,10/6/2022 3:26:25 PM,Dry Van
000000000348,7280761280,000005,,000004,9/22/2022 3:26:25 PM,Final,9/28/2022 3:26:25 PM,Dry Van
000000000349,10637243818,000007,843440139253,000001,9/23/2022 3:26:25 PM,Final,10/6/2022 3:26:25 PM,Dry Van
000000000350,43660122584,000001,,000002,9/24/2022 3:26:25 PM,Final,10/9/2022 3:26:25 PM,Dry Van
000000000351,94965450124,000004,,000002,9/25/2022 3:26:25 PM,Final,10/2/2022 3:26:25 PM,Dry Van
000000000352,83360478167,000007,597011135064,000002,9/26/2022 3:26:25 PM,Final,10/15/2022 3:26:25 PM,Dry Van
000000000353,6814199950,000001,,000001,9/27/2022 3:26:25 PM,Final,10/7/2022 3:26:25 PM,Dry Van
000000000354,99172869996,000007,848921459365,000003,9/28/2022 3:26:25 PM,Final,10/4/2022 3:26:25 PM,Refrigerated
000000000355,19800876486,000007,55877998769,000004,9/29/2022 3:26:25 PM,Final,10/14/2022 3:26:25 PM,Dry Van
000000000356,13874672940,000004,531105180634,000002,9/30/2022 3:26:25 PM,Final,10/3/2022 3:26:25 PM,Dry Van
000000000357,15731698411,000005,370392721228,000001,10/1/2022 3:26:25 PM,Final,10/6/2022 3:26:25 PM,Dry Van
000000000358,65095189932,000007,888527581422,000001,10/2/2022 3:26:25 PM,Final,10/21/2022 3:26:25 PM,Refrigerated
000000000359,29671885160,000001,,000003,10/3/2022 3:26:25 PM,Canceled,10/8/2022 3:26:25 PM,Refrigerated
000000000360,27255640171,000004,,000001,10/4/2022 3:26:25 PM,Final,10/8/2022 3:26:25 PM,Refrigerated
000000000361,98160785733,000003,563581986757,000003,10/5/2022 3:26:25 PM,Final,10/10/2022 3:26:25 PM,Refrigerated
000000000362,57344849979,000005,388984427315,000001,10/6/2022 3:26:25 PM,Final,10/18/2022 3:26:25 PM,Refrigerated
000000000363,44764334779,000004,824687031867,000001,10/7/2022 3:26:25 PM,Final,10/27/2022 3:26:25 PM,Dry Van
000000000364,89419969987,000007,,000002,10/8/2022 3:26:25 PM,Final,10/13/2022 3:26:25 PM,Dry Van
000000000365,2394399269,000005,292250961834,000003,10/9/2022 3:26:25 PM,Final,10/20/2022 3:26:25 PM,Refrigerated
000000000366,3072588437,000004,538001965519,000003,10/10/2022 3:26:25 PM,Final,10/27/2022 3:26:25 PM,Refrigerated
000000000367,44980140115,000004,,000002,10/11/2022 3:26:25 PM,Canceled,10/30/2022 3:26:25 PM,Dry Van
000000000368,36871035773,000001,537858816943,000004,10/12/2022 3:26:25 PM,Final,10/30/2022 3:26:25 PM,Hazmat
000000000369,40033709075,000001,,000002,10/13/2022 3:26:25 PM,Final,10/25/2022 3:26:25 PM,Dry Van
000000000370,23052699501,000005,,000001,10/14/2022 3:26:25 PM,Final,10/22/2022 3:26:25 PM,Refrigerated
000000000371,90165508119,000007,,000002,10/15/2022 3:26:25 PM,Final,10/30/2022 3:26:25 PM,Dry Van
000000000372,79182963143,000005,471520904051,000004,10/16/2022 3:26:25 PM,Canceled,10/23/2022 3:26:25 PM,Dry Van
000000000373,9194195396,000005,698019160210,000004,10/17/2022 3:26:25 PM,Final,11/4/2022 3:26:25 PM,Dry Van
000000000374,20488108771,000005,20480249801,000004,10/18/2022 3:26:25 PM,Final,11/5/2022 3:26:25 PM,Dry Van
000000000375,39260568659,000007,377628325166,000001,10/19/2022 3:26:25 PM,Canceled,10/30/2022 3:26:25 PM,Dry Van
000000000376,22995969818,000001,838828189596,000001,10/20/2022 3:26:25 PM,Final,10/31/2022 3:26:25 PM,Dry Van
000000000377,56717391773,000005,,000002,10/21/2022 3:26:25 PM,Final,11/9/2022 3:26:25 PM,Dry Van
000000000378,81877391010,000007,,000002,10/22/2022 3:26:25 PM,Final,11/7/2022 3:26:25 PM,Dry Van
000000000379,80299735942,000005,,000001,10/23/2022 3:26:25 PM,Final,11/12/2022 3:26:25 PM,Dry Van
000000000380,61564686252,000001,426171462329,000003,10/24/2022 3:26:25 PM,Final,11/7/2022 3:26:25 PM,Refrigerated
000000000381,42451921077,000003,871378695605,000002,10/25/2022 3:26:25 PM,Final,11/11/2022 3:26:25 PM,Dry Van
000000000382,43766260475,000007,,000003,10/26/2022 3:26:25 PM,Final,11/1/2022 3:26:25 PM,Refrigerated
000000000383,7490234500,000007,945595936606,000004,10/27/2022 3:26:25 PM,Final,11/4/2022 3:26:25 PM,Hazmat
000000000384,23482947138,000007,420892920345,000004,10/28/2022 3:26:25 PM,Final,10/31/2022 3:26:25 PM,Dry Van
000000000385,2062934268,000005,,000003,10/29/2022 3:26:25 PM,Final,11/17/2022 3:26:25 PM,Refrigerated
000000000386,70361710654,000005,644023997069,000003,10/30/2022 3:26:25 PM,Final,11/7/2022 3:26:25 PM,Refrigerated
000000000387,94974846038,000004,187992069177,000001,10/31/2022 3:26:25 PM,Canceled,11/17/2022 3:26:25 PM,Refrigerated
000000000388,43776694057,000001,743758581511,000002,11/1/2022 3:26:25 PM,Final,11/7/2022 3:26:25 PM,Dry Van
000000000389,68865822187,000004,971880473168,000004,11/2/2022 3:26:25 PM,Final,11/8/2022 3:26:25 PM,Dry Van
000000000390,2616615656,000003,514781302126,000002,11/3/2022 3:26:25 PM,Final,11/18/2022 3:26:25 PM,Dry Van
000000000391,96385266200,000005,602090745204,000002,11/4/2022 3:26:25 PM,Final,11/20/2022 3:26:25 PM,Dry Van
000000000392,47582200077,000003,,000001,11/5/2022 3:26:25 PM,Final,11/10/2022 3:26:25 PM,Refrigerated
000000000393,62979485928,000007,466856703821,000002,11/6/2022 3:26:25 PM,Canceled,11/9/2022 3:26:25 PM,Dry Van
000000000394,32908849052,000007,486387548599,000001,11/7/2022 3:26:25 PM,Final,11/19/2022 3:26:25 PM,Refrigerated
000000000395,37853543919,000007,,000003,11/8/2022 3:26:25 PM,Final,11/18/2022 3:26:25 PM,Refrigerated
000000000396,19341128837,000003,314610100477,000004,11/9/2022 3:26:25 PM,Final,11/20/2022 3:26:25 PM,Dry Van
000000000397,47793624766,000007,120551433990,000001,11/10/2022 3:26:25 PM,Final,11/18/2022 3:26:25 PM,Dry Van
000000000398,6795463468,000007,,000001,11/11/2022 3:26:25 PM,Final,11/15/2022 3:26:25 PM,Dry Van
000000000399,69050289531,000001,234367921453,000002,11/12/2022 3:26:25 PM,Final,11/22/2022 3:26:25 PM,Dry Van
000000000400,11745668433,000003,461928296305,000002,11/13/2022 3:26:25 PM,Final,11/24/2022 3:26:25 PM,Dry Van
000000000401,25396358571,000007,850431340405,000004,11/14/2022 3:26:25 PM,Final,11/27/2022 3:26:25 PM,Hazmat
000000000402,41330306263,000004,,000003,11/15/2022 3:26:25 PM,Final,11/27/2022 3:26:25 PM,Refrigerated
000000000403,19592631263,000004,359802657285,000002,11/16/2022 3:26:25 PM,Final,12/6/2022 3:26:25 PM,Dry Van
000000000404,44122700426,000001,724840326573,000002,11/17/2022 3:26:25 PM,Final,11/24/2022 3:26:25 PM,Dry Van
000000000405,37237154800,000003,425441375725,000003,11/18/2022 3:26:25 PM,Final,11/21/2022 3:26:25 PM,Refrigerated
000000000406,99709977908,000004,509896385894,000004,11/19/2022 3:26:25 PM,Final,12/2/2022 3:26:25 PM,Dry Van
000000000407,5387010858,000005,611758659520,000001,11/20/2022 3:26:25 PM,Final,12/5/2022 3:26:25 PM,Dry Van
000000000408,62830593357,000005,,000002,11/21/2022 3:26:25 PM,Final,12/10/2022 3:26:25 PM,Dry Van
000000000409,12491031997,000007,,000001,11/22/2022 3:26:25 PM,Final,12/6/2022 3:26:25 PM,Refrigerated
000000000410,38228864932,000005,980209081453,000004,11/23/2022 3:26:25 PM,Final,11/28/2022 3:26:25 PM,Dry Van
000000000411,62193316854,000005,,000004,11/24/2022 3:26:25 PM,Final,12/7/2022 3:26:25 PM,Dry Van
000000000412,35187710897,000003,745413745596,000002,11/25/2022 3:26:25 PM,Final,12/6/2022 3:26:25 PM,Dry Van
000000000413,1471144681,000003,,000004,11/26/2022 3:26:25 PM,Final,12/1/2022 3:26:25 PM,Dry Van
000000000414,7120181018,000003,420430657553,000003,11/27/2022 3:26:25 PM,Canceled,12/6/2022 3:26:25 PM,Refrigerated
000000000415,46414798697,000004,159744358010,000003,11/28/2022 3:26:25 PM,Final,12/6/2022 3:26:25 PM,Refrigerated
000000000416,35463049999,000005,28224803242,000002,11/29/2022 3:26:25 PM,Final,12/13/2022 3:26:25 PM,Dry Van
000000000417,48823970450,000005,711223511116,000002,11/30/2022 3:26:25 PM,Final,12/20/2022 3:26:25 PM,Dry Van
000000000418,35208006375,000004,,000002,12/1/2022 3:26:25 PM,Final,12/8/2022 3:26:25 PM,Dry Van
000000000419,64021666559,000005,933488085914,000004,12/2/2022 3:26:25 PM,Final,12/21/2022 3:26:25 PM,Dry Van
000000000420,21322571148,000007,,000003,12/3/2022 3:26:25 PM,Final,12/18/2022 3:26:25 PM,Refrigerated
000000000421,47574885484,000004,733230882303,000003,12/4/2022 3:26:25 PM,Final,12/19/2022 3:26:25 PM,Refrigerated
000000000422,36100068056,000005,,000003,12/5/2022 3:26:25 PM,Final,12/22/2022 3:26:25 PM,Refrigerated
000000000423,33652318723,000003,277844972120,000003,12/6/2022 3:26:25 PM,Final,12/17/2022 3:26:25 PM,Refrigerated
000000000424,32020895802,000003,837952831209,000002,12/7/2022 3:26:25 PM,Final,12/23/2022 3:26:25 PM,Dry Van
000000000425,31958825501,000001,,000004,12/8/2022 3:26:25 PM,Final,12/23/2022 3:26:25 PM,Dry Van
000000000426,64191052010,000003,578630479787,000004,12/9/2022 3:26:25 PM,Final,12/25/2022 3:26:25 PM,Dry Van
000000000427,51746334024,000004,731153751361,000001,12/10/2022 3:26:25 PM,Final,12/13/2022 3:26:25 PM,Refrigerated
000000000428,1249838615,000004,622370195119,000004,12/11/2022 3:26:25 PM,Final,12/25/2022 3:26:25 PM,Dry Van
000000000429,62734770999,000003,803482552019,000004,12/12/2022 3:26:25 PM,Final,12/16/2022 3:26:25 PM,Hazmat
000000000430,38613615491,000007,436776635903,000002,12/13/2022 3:26:25 PM,Final,12/21/2022 3:26:25 PM,Dry Van
000000000431,42613134474,000004,565312947105,000003,12/14/2022 3:26:25 PM,Final,12/29/2022 3:26:25 PM,Refrigerated
000000000432,99079424051,000004,442935170539,000003,12/15/2022 3:26:25 PM,Final,1/3/2023 3:26:25 PM,Refrigerated
000000000433,12644737825,000004,884159493424,000001,12/16/2022 3:26:25 PM,Final,12/30/2022 3:26:25 PM,Dry Van
000000000434,6522377035,000004,571099271660,000004,12/17/2022 3:26:25 PM,Final,12/20/2022 3:26:25 PM,Hazmat
000000000435,94851977058,000005,43336769460,000002,12/18/2022 3:26:25 PM,Final,1/5/2023 3:26:25 PM,Dry Van
000000000436,18824734096,000001,529796622283,000003,12/19/2022 3:26:25 PM,Final,1/8/2023 3:26:25 PM,Refrigerated
000000000437,62755621425,000005,642330252828,000001,12/20/2022 3:26:25 PM,Final,12/24/2022 3:26:25 PM,Refrigerated
000000000438,56756462118,000005,477127360556,000001,12/21/2022 3:26:25 PM,Final,12/27/2022 3:26:25 PM,Dry Van
000000000439,71471529020,000001,513689012309,000003,12/22/2022 3:26:25 PM,Canceled,12/31/2022 3:26:25 PM,Refrigerated
000000000440,13061942734,000007,516625165671,000001,12/23/2022 3:26:25 PM,Final,1/11/2023 3:26:25 PM,Refrigerated
000000000441,53390497400,000005,,000004,12/24/2022 3:26:25 PM,Final,1/7/2023 3:26:25 PM,Hazmat
000000000442,61044839728,000004,,000004,12/25/2022 3:26:25 PM,In Transit,,Dry Van
000000000443,69479415741,000007,300265621294,000001,12/26/2022 3:26:25 PM,In Transit,,Refrigerated
000000000444,36350903081,000005,734558966672,000004,12/27/2022 3:26:25 PM,At Customer Location,,Hazmat
000000000445,32034037557,000004,,000004,12/28/2022 3:26:25 PM,At Other Location,,Dry Van
000000000446,69764174437,000005,291206186505,000001,12/29/2022 3:26:25 PM,Not Started,,Dry Van
000000000447,87202740253,000007,,000002,12/30/2022 3:26:25 PM,Final,1/15/2023 3:26:25 PM,Dry Van
000000000448,61512220207,000003,373908844727,000004,12/31/2022 3:26:25 PM,At Other Location,,Dry Van
000000000449,50257750970,000004,120393135206,000001,1/1/2023 3:26:25 PM,In Transit,,Dry Van
000000000450,14872885076,000004,979263675263,000004,1/2/2023 3:26:25 PM,At Customer Location,,Dry Van
000000000451,50624384267,000004,263112938232,000002,1/3/2023 3:26:25 PM,At Other Location,,Dry Van
000000000452,80571587868,000004,91359442348,000004,1/4/2023 3:26:25 PM,In Transit,,Dry Van
000000000453,82278681839,000007,,000003,1/5/2023 3:26:25 PM,At Customer Location,,Refrigerated
000000000454,94744439249,000001,703274297922,000004,1/6/2023 3:26:25 PM,At Carrier Location,,Dry Van
000000000455,15885754502,000003,,000003,1/7/2023 3:26:25 PM,At Customer Location,,Refrigerated
